loan_ref,product_code,date_approved,date_disbursed,first_payment_due,maturity_date,amount_usd,annual_rate_pct,term_months,payment_frequency,loan_purpose,client_gender,client_dob,marital_status,num_dependents,employment_sector,months_at_employer,monthly_income_usd,existing_obligations,collateral_type,disbursement_channel,province,defaulted
TE46666,4,29/3/2025,5/4/2025,10/5/2025,27/9/2026,20438.42,14.12,18,Weekly,Home_Improvement,Male,8-Oct-88,Married,0,Manufacturing,37,637.73,5,Vehicle,Cash,Manicaland,0
AV55317,1,6/5/2025,14/5/2025,19/6/2025,10/11/2025,2836.04,97.57,6,Monthly,Working_Capital,Male,29-Dec-78,Married,3,,55,437.94,0,None,EcoCash,Matabeleland_South,0
LY25117,1,20/7/2025,1/8/2025,28/8/2025,22/7/2027,4811.02,15.83,24,Weekly,Working_Capital,Male,6-Dec-85,Married,3,Informal_Sector,24,405.87,3,Savings,EcoCash,Manicaland,0
WM22471,1,5/3/2025,11/3/2025,7/4/2025,6/3/2026,18168.04,11.58,12,Monthly,Equipment,Male,21-Dec-94,Divorced,,Finance,28,,0,Property,EcoCash,Mashonaland_West,0
HB46057,3,27/1/2026,6/2/2026,21/3/2026,5/8/2026,765.75,12.54,6,Monthly,School_Fees,Male,4-Jun-88,Single,0,Informal_Sector,6,214.56,1,Savings,Bank_Transfer,Bulawayo,1
QP24759,0,7/1/2025,17/1/2025,19/2/2025,12/1/2026,1623.02,132.93,12,Monthly,Medical,Male,27-Mar-95,Single,1,Construction,67,366.25,2,Guarantor,Bank_Transfer,Mashonaland_West,0
WO15466,1,7/9/2025,26/9/2025,10/11/2025,25/3/2026,1382.96,17.14,6,Monthly,Working_Capital,Male,18-Sep-80,Married,,Informal_Sector,31,112.73,3,None,EcoCash,Harare,0
VS70428,1,26/10/2024,15/11/2024,22/12/2024,14/5/2025,7771.47,16.25,6,Bi-Weekly,Business_Expansion,Male,19-Sep-97,Married,1,Government,92,631.91,2,Savings,Bank_Transfer,Mashonaland_Central,0
BW84960,0,6/7/2025,17/7/2025,24/8/2025,13/1/2026,1582.33,166.18,6,Weekly,Farming_Inputs,Male,14-Oct-87,Single,2,Agriculture,93,376.65,1,,EcoCash,Manicaland,0
HT45894,1,31/7/2025,2/8/2025,14/9/2025,17/7/2028,3768.04,110.86,36,Monthly,Business_Expansion,Male,8-May-91,Single,6,Agriculture,72,152.34,7,Property,InnBucks,Harare,0
ZN95037,4,11/10/2025,22/10/2025,4/12/2025,6/10/2028,7634.15,17.33,36,Bi-Weekly,Home_Improvement,Male,20-Sep-78,Married,2,Transport,23,256.24,0,Property,Cash,Matabeleland_North,0
LS05384,5,15/11/2025,17/11/2025,12/12/2025,15/2/2026,592.6,173.69,3,Weekly,Personal,Female,24-Oct-68,Married,3,Construction,,391.83,0,Vehicle,EcoCash,Harare,0
BM38068,0,1/10/2024,10/10/2024,9/11/2024,5/10/2025,4191.9,18.21,12,Monthly,Home_Improvement,Male,29-Mar-84,Married,7,Retail_Trade,55,798.54,8,Property,EcoCash,Harare,0
XY29914,2,19/1/2026,28/1/2026,22/2/2026,22/7/2027,7228.31,91.45,18,Monthly,Livestock,Female,9-Nov-72,Married,6,Informal_Sector,34,532.52,0,Livestock,EcoCash,Manicaland,1
HE45852,3,1/11/2025,10/11/2025,21/12/2025,31/10/2027,1288.44,15.27,24,Monthly,School_Fees,Female,3-May-00,Married,0,Informal_Sector,23,283.35,2,Property,EcoCash,Mashonaland_East,0
XU92492,0,25/9/2025,10/10/2025,14/11/2025,8/4/2026,1270.32,15.99,6,Bi-Weekly,Medical,Female,13-Feb-97,Married,2,Informal_Sector,48,327.56,2,Savings,Bank_Transfer,Harare,1
QN80407,0,24/10/2024,26/10/2024,28/11/2024,16/10/2026,2392.49,125.74,24,Monthly,Home_Improvement,Female,30-May-90,Married,2,Construction,91,598.62,0,None,EcoCash,Harare,0
WL53053,3,24/11/2025,26/11/2025,28/12/2025,20/5/2027,559.23,13.25,18,Monthly,,Female,9-Feb-91,Single,1,Agriculture,133,176.76,3,Guarantor,Bank_Transfer,Harare,0
ES17856,1,3/6/2025,12/6/2025,13/7/2025,9/12/2025,9188.01,86.13,6,Monthly,Stock_Purchase,Female,6-Dec-89,Widowed,5,NGO,64,1155.39,0,None,EcoCash,Masvingo,0
NH05589,1,24/3/2025,29/3/2025,24/4/2025,25/9/2025,19224.12,138.99,6,Bi-Weekly,Working_Capital,Male,21-Jan-72,Married,0,Retail_Trade,11,783.62,3,None,EcoCash,Manicaland,0
UB92152,1,8/2/2026,14/2/2026,11/3/2026,8/8/2027,18146.78,117.26,18,Monthly,Stock_Purchase,Male,21-Jan-05,Single,2,Retail_Trade,11,806.5,1,Property,Cash,Mashonaland_Central,0
HL96375,0,16/10/2025,19/10/2025,18/11/2025,14/10/2026,1627.73,83.97,12,Monthly,Home_Improvement,Male,9-Oct-73,Married,4,Finance,32,1262.15,1,Property,EcoCash,Harare,0
UI76598,0,15/11/2024,3/12/2024,28/12/2024,3/3/2025,2521.85,15.43,3,Monthly,Personal,Male,12-Jun-63,Divorced,3,Retail_Trade,90,1057.2,0,Guarantor,EcoCash,Mashonaland_West,1
HW31093,3,28/7/2025,15/8/2025,13/9/2025,6/2/2027,811.56,,18,Monthly,Personal,Female,24-Nov-65,Divorced,2,Finance,154,474.65,1,Vehicle,Bank_Transfer,Matabeleland_North,0
SO03584,0,24/11/2024,13/12/2024,7/1/2025,11/6/2025,2159.85,16.21,6,Monthly,Business_Expansion,Male,10-Nov-79,Married,2,Government,112,768.55,0,None,Bank_Transfer,Harare,0
XY23066,4,29/11/2024,19/12/2024,2/2/2025,14/12/2025,5656.17,16.82,12,Monthly,Vehicle,Female,8-Feb-65,Widowed,3,Agriculture,113,351.41,3,Guarantor,Bank_Transfer,Manicaland,1
LH51801,2,28/5/2025,13/6/2025,27/7/2025,8/6/2026,3966.04,13.9,12,Monthly,Farming_Inputs,Male,6-Jun-85,Divorced,6,,20,324.81,2,None,Bank_Transfer,Harare,0
KZ94600,1,8/11/2025,15/11/2025,24/12/2025,30/10/2028,4120.69,115.82,36,Monthly,Business_Expansion,Female,1-Mar-76,Married,2,Education,90,290.98,6,Guarantor,Bank_Transfer,Mashonaland_East,0
XR31734,1,1/9/2025,2/9/2025,1/10/2025,17/8/2028,6128.57,14.86,36,Monthly,Business_Expansion,Male,19-Jun-85,Widowed,4,Manufacturing,92,455.08,1,None,InnBucks,Harare,0
LB62935,0,27/10/2025,15/11/2025,17/12/2025,13/2/2026,2069.37,126.68,3,Monthly,Farming_Inputs,Female,31-Jul-66,Married,6,Manufacturing,21,382.1,1,Savings,EcoCash,Midlands,1
KK85815,0,26/10/2025,14/11/2025,14/12/2025,9/11/2026,7194.31,144.67,12,Monthly,Medical,Male,18-Jun-96,Married,4,Education,,854.34,5,Vehicle,InnBucks,Harare,0
WG70339,0,2/10/2024,6/10/2024,10/11/2024,4/4/2025,1126.19,102.72,6,Monthly,Rent,Male,2-Aug-93,Married,5,Government,48,459.52,2,Livestock,EcoCash,Masvingo,0
YL12976,3,25/8/2025,1/9/2025,10/10/2025,22/8/2027,472.52,13.81,24,Bi-Weekly,Debt_Consolidation,Male,29-Sep-85,Married,5,Informal_Sector,20,181.23,0,Property,Cash,Bulawayo,0
XA20367,0,13/3/2025,14/3/2025,9/4/2025,9/3/2026,2245.53,123.82,12,Monthly,Working_Capital,Female,28-Nov-85,Divorced,3,Education,37,557.22,3,Guarantor,Bank_Transfer,Mashonaland_West,0
GF98036,1,16/4/2025,22/4/2025,5/6/2025,19/10/2025,5951.16,127.45,6,Monthly,Stock_Purchase,Female,22-Oct-93,Married,2,Education,29,377.83,3,Livestock,Cash,Matabeleland_South,1
EW46192,0,7/5/2025,12/5/2025,19/6/2025,8/11/2025,6465.28,15.72,6,Monthly,School_Fees,Male,30-Apr-93,Divorced,0,NGO,53,739.01,2,Guarantor,Cash,Harare,1
QS88150,2,6/1/2025,21/1/2025,7/3/2025,16/1/2026,4187.94,84.21,12,Monthly,Farming_Inputs,Female,9-Mar-84,Married,2,Informal_Sector,21,328.59,1,Livestock,EcoCash,Masvingo,0
IX92516,0,23/11/2024,14/12/2024,25/1/2025,9/12/2025,1162.1,125.09,12,Monthly,Business_Expansion,Male,13-Nov-70,Married,3,Agriculture,132,331.67,2,None,EcoCash,Matabeleland_North,0
WJ53325,1,14/11/2025,15/11/2025,27/12/2025,10/11/2026,5345.81,15.99,12,Monthly,Stock_Purchase,Male,12-Jun-88,Married,3,Agriculture,20,396.29,2,Livestock,Cash,Manicaland,0
HT34921,2,25/12/2024,14/1/2025,12/2/2025,9/1/2026,2865.71,12.43,12,Monthly,Farming_Inputs,Male,28-May-81,Widowed,3,Education,125,373.39,5,Guarantor,Cash,Bulawayo,1
MP28587,1,15/11/2024,2/12/2024,9/1/2025,22/11/2026,2756.93,88.59,24,Monthly,Business_Expansion,Female,8-Apr-68,Married,6,Agriculture,82,174.75,5,None,Cash,Masvingo,0
NW96133,1,4/10/2025,5/10/2025,1/11/2025,3/4/2026,3955.99,10.03,6,Monthly,Working_Capital,Male,16-Aug-67,Widowed,2,Agriculture,70,502.05,3,Livestock,Bank_Transfer,Harare,0
QX70766,5,27/11/2024,30/11/2024,10/1/2025,28/2/2025,1168.61,178.58,3,Bi-Weekly,Rent,Female,15-Sep-95,Married,5,Manufacturing,112,612.66,0,None,Cash,Matabeleland_South,1
KD69538,3,23/4/2025,11/5/2025,12/6/2025,6/5/2026,1336.59,16.49,12,Monthly,Debt_Consolidation,Male,20-Feb-85,Married,2,Government,,466.9,0,None,EcoCash,Midlands,1
EE75511,2,26/7/2025,8/8/2025,17/9/2025,4/2/2026,2481.32,89.33,6,Monthly,Farming_Inputs,Female,10-Feb-72,Married,1,Informal_Sector,11,137.66,8,Property,Cash,Harare,1
CH14653,1,30/12/2024,11/1/2025,20/2/2025,27/12/2027,2540.77,13.6,36,Monthly,Equipment,Male,21-Nov-86,Married,3,Informal_Sector,39,186.19,2,None,EcoCash,Mashonaland_East,0
JC42457,0,20/4/2025,6/5/2025,6/6/2025,28/10/2026,1241.81,112.67,18,Monthly,Livestock,Female,22-Jan-76,Married,4,Construction,,158.82,3,Vehicle,EcoCash,Manicaland,0
NE63204,2,25/10/2024,28/10/2024,24/11/2024,21/4/2026,3948.55,8.42,18,Monthly,Equipment,Male,13-Jul-04,Single,0,Transport,7,709.46,3,Guarantor,EcoCash,Harare,0
PN63278,4,17/2/2026,21/2/2026,19/3/2026,15/8/2027,5994.78,17.52,18,Bi-Weekly,Equipment,Female,26-Jun-66,Single,3,Transport,28,242.2,0,Vehicle,Bank_Transfer,Matabeleland_North,0
YZ43407,1,4/11/2024,20/11/2024,24/12/2024,10/11/2026,7205.7,114.39,24,Monthly,Stock_Purchase,Female,3-Oct-62,Married,3,Construction,74,660.73,1,Vehicle,Bank_Transfer,Bulawayo,0
AK08638,3,6/10/2025,16/10/2025,10/11/2025,11/10/2026,529.61,12.51,12,Monthly,Medical,Female,6-Jul-71,,3,Retail_Trade,65,279.1,5,Savings,EcoCash,Harare,0
UJ13464,1,24/7/2025,4/8/2025,9/9/2025,30/7/2026,3896.32,88.6,12,Monthly,Equipment,Male,30-Oct-91,Married,3,Government,29,379.37,4,Vehicle,Cash,Matabeleland_North,0
ZQ37228,2,9/11/2024,27/11/2024,11/1/2025,26/5/2025,8083.56,83.68,6,Monthly,Working_Capital,Female,8-Jun-97,Married,0,,10,455.21,1,None,InnBucks,Manicaland,1
IZ98194,0,8/3/2025,11/3/2025,22/4/2025,9/6/2025,1742.61,166.42,3,Monthly,Funeral,Female,30-Apr-70,Divorced,6,Manufacturing,,,3,None,EcoCash,Bulawayo,1
ZI30096,1,23/4/2025,3/5/2025,28/5/2025,23/4/2027,11459.69,98.04,24,Monthly,Stock_Purchase,Female,23-Nov-73,,5,Informal_Sector,29,485.95,3,Livestock,EcoCash,Manicaland,0
YE10205,3,24/11/2024,1/12/2024,6/1/2025,21/11/2026,1338.3,12.87,24,Bi-Weekly,Medical,Male,28-Aug-88,Married,,Informal_Sector,32,305.52,1,Savings,EcoCash,Mashonaland_Central,0
XM71443,1,15/2/2025,24/2/2025,24/3/2025,19/2/2026,1073.32,94.69,12,Monthly,Business_Expansion,Female,1-Dec-96,Widowed,2,Informal_Sector,43,158.27,1,None,EcoCash,Midlands,1
RX09268,0,31/10/2025,4/11/2025,10/12/2025,2/2/2026,4268.76,124.75,3,Monthly,Farming_Inputs,Male,8-Sep-99,Single,3,Healthcare,5,484.87,1,Savings,OneMoney,Mashonaland_Central,1
OB87387,0,7/12/2025,21/12/2025,23/1/2026,14/6/2027,2346.43,142.73,18,Monthly,Equipment,Male,20-Nov-93,Single,2,Manufacturing,35,903.69,3,Guarantor,Bank_Transfer,Matabeleland_South,0
SO46134,2,7/5/2025,17/5/2025,16/6/2025,11/2/2026,3731.26,115.74,9,Monthly,Farming_Inputs,Female,21-Aug-04,Single,1,Retail_Trade,11,563.16,1,Livestock,Bank_Transfer,Mashonaland_East,0
DN55843,0,27/1/2026,6/2/2026,5/3/2026,1/2/2027,5748.83,17.08,12,Monthly,School_Fees,Male,25-Sep-01,Single,1,Mining,16,768.31,1,Guarantor,Cash,Manicaland,1
HL44802,1,26/10/2024,31/10/2024,11/12/2024,21/10/2026,3246.76,15.33,24,Monthly,Stock_Purchase,Female,12-May-99,Married,3,Informal_Sector,31,428.45,1,Livestock,InnBucks,Masvingo,0
TY71590,0,6/8/2025,12/8/2025,20/9/2025,8/2/2026,1724.8,101.53,6,Monthly,Equipment,Male,19-Sep-67,Divorced,4,Informal_Sector,32,527.85,4,Vehicle,Cash,Manicaland,0
TP00156,1,19/9/2025,2/10/2025,1/11/2025,26/3/2027,5549.61,17.05,18,Monthly,Stock_Purchase,Female,27-Jun-99,Single,6,Informal_Sector,3,437.29,0,Property,Bank_Transfer,Mashonaland_West,0
EA83334,0,24/12/2024,26/12/2024,2/2/2025,24/6/2025,260.83,18.38,6,Monthly,Debt_Consolidation,Female,20-Aug-82,Married,5,Informal_Sector,34,58.22,1,None,Cash,Harare,1
DY35215,2,2/2/2025,20/2/2025,24/3/2025,15/2/2026,1720.16,12.7,12,Monthly,Livestock,Female,19-Nov-96,Married,4,Retail_Trade,33,394.92,5,None,Cash,Midlands,0
MG66123,2,18/10/2024,26/10/2024,6/12/2024,23/7/2025,2908.91,106.52,9,Bi-Weekly,Livestock,Male,27-Jun-85,Widowed,4,Agriculture,,276.23,2,Livestock,Bank_Transfer,Mashonaland_East,0
DA98076,1,21/11/2025,6/12/2025,4/1/2026,30/5/2027,3844.12,113.1,18,Monthly,Working_Capital,Female,27-Jun-05,Single,0,Agriculture,11,222.15,2,Property,EcoCash,Mashonaland_West,0
BT96178,0,27/11/2025,5/12/2025,2/1/2026,3/6/2026,12150.54,16.22,6,Monthly,Debt_Consolidation,Female,10-Aug-86,Married,1,Mining,111,,2,,EcoCash,Harare,0
YF46201,2,19/11/2024,6/12/2024,15/1/2025,26/11/2026,10587.34,78.18,24,Monthly,Livestock,Male,8-Jan-94,Married,0,Finance,31,1038.44,4,Livestock,EcoCash,Bulawayo,0
BG79179,1,3/1/2026,6/1/2026,6/2/2026,27/12/2027,11562.91,16.76,24,Monthly,Stock_Purchase,Male,25-Sep-92,Married,6,Informal_Sector,35,513.98,5,None,Cash,Mashonaland_West,1
MU38114,4,26/12/2024,1/1/2025,5/2/2025,11/12/2028,4804.61,17.14,48,Monthly,Home_Improvement,Male,13-Jun-63,Married,5,Construction,88,358.66,0,Livestock,Cash,Masvingo,0
QV84329,1,18/2/2026,25/2/2026,28/3/2026,24/8/2026,1250.86,112.25,6,Monthly,Business_Expansion,Female,21-Jun-64,Single,0,Agriculture,82,196.67,7,None,OneMoney,Bulawayo,0
OD75047,0,17/9/2025,29/9/2025,3/11/2025,23/3/2027,1019.81,17.68,18,Weekly,Personal,Female,28-Apr-87,Divorced,,Retail_Trade,8,445.83,5,Guarantor,Bank_Transfer,Mashonaland_West,1
CR65518,3,20/8/2025,24/8/2025,18/9/2025,15/2/2027,3018.03,14.6,18,Bi-Weekly,School_Fees,Female,22-Sep-79,Married,2,Government,207,955.8,2,None,EcoCash,Harare,0
VR18644,2,5/4/2025,10/4/2025,8/5/2025,5/1/2026,1111.7,16.09,9,Bi-Weekly,Working_Capital,Male,25-Oct-03,Single,2,Informal_Sector,33,256.4,3,Property,EcoCash,Midlands,1
CZ85775,3,24/12/2025,8/1/2026,12/2/2026,2/7/2027,1352.95,11.71,18,Monthly,Medical,Male,24-Jun-98,Divorced,4,Retail_Trade,87,496.42,3,Guarantor,InnBucks,Harare,1
QG21364,3,5/1/2026,20/1/2026,6/3/2026,15/1/2027,2031.66,83.42,12,Monthly,Rent,Male,1-Dec-61,Married,7,Retail_Trade,72,629.86,2,None,InnBucks,Harare,0
II42542,1,24/12/2024,9/1/2025,22/2/2025,8/7/2025,11284.18,120.21,6,Monthly,Stock_Purchase,Male,7-May-69,Married,2,Retail_Trade,24,612.2,2,Savings,OneMoney,Manicaland,0
EN20352,3,23/12/2024,31/12/2024,12/2/2025,29/6/2025,839.81,15.75,6,Monthly,Debt_Consolidation,Female,18-Apr-04,Single,2,Agriculture,19,406.11,1,Guarantor,Bank_Transfer,Mashonaland_East,0
VP05969,0,8/1/2025,20/1/2025,22/2/2025,14/7/2026,1450.75,111.66,18,Monthly,Medical,Female,16-Aug-06,Single,1,Agriculture,11,253.25,5,Savings,InnBucks,Mashonaland_West,0
VM73459,1,13/3/2025,1/4/2025,1/5/2025,23/9/2026,12152.18,14.43,18,Monthly,Equipment,Male,2-Oct-79,Married,0,Education,93,696.95,2,Property,EcoCash,Harare,0
YX74316,2,1/5/2025,11/5/2025,24/6/2025,2/11/2026,2844.19,127.01,18,Monthly,Livestock,Male,13-May-67,Divorced,0,Healthcare,32,,1,Guarantor,Cash,Mashonaland_Central,1
SP55992,1,30/8/2025,15/9/2025,25/10/2025,10/9/2026,18135.55,125.11,12,Monthly,Working_Capital,Male,8-Sep-98,Single,3,Construction,12,897.9,3,Vehicle,Cash,Bulawayo,0
XV13665,1,28/10/2024,7/11/2024,15/12/2024,28/10/2026,2951.35,112.85,24,Monthly,Working_Capital,Male,29-Oct-93,Married,3,Manufacturing,119,265.1,0,Savings,InnBucks,Mashonaland_East,1
JT13752,2,18/1/2025,1/2/2025,28/2/2025,29/10/2025,3643.21,11.52,9,Bi-Weekly,Farming_Inputs,Female,27-Mar-05,Single,,Healthcare,,576.62,0,None,Bank_Transfer,Mashonaland_Central,0
MY31306,4,1/9/2025,8/9/2025,23/10/2025,23/8/2028,3085.01,17.07,36,Monthly,Equipment,Female,8-Feb-73,Divorced,5,Manufacturing,27,322.1,1,Guarantor,OneMoney,Bulawayo,0
ZO83901,3,20/11/2024,25/11/2024,20/12/2024,24/5/2025,422.08,11.92,6,Monthly,Medical,Female,21-Sep-86,Married,,Agriculture,40,245.72,3,Savings,Bank_Transfer,Bulawayo,1
RB13847,0,28/10/2024,4/11/2024,14/12/2024,25/10/2026,4027.84,142.96,24,Monthly,Stock_Purchase,Male,24-Sep-95,Single,5,Transport,15,1037.26,3,Vehicle,OneMoney,Midlands,0
BY07598,0,21/2/2025,7/3/2025,11/4/2025,5/6/2025,3287.37,100.78,3,Monthly,Wedding,Female,18-Oct-90,Single,4,Healthcare,58,688.46,0,None,InnBucks,Mashonaland_West,1
DV31290,0,22/12/2025,9/1/2026,23/2/2026,30/12/2027,2270.22,112.63,24,Monthly,Livestock,Female,7-Nov-93,Married,6,Finance,68,443.82,2,None,InnBucks,Harare,0
GW63271,2,28/4/2025,19/5/2025,28/6/2025,15/11/2025,2371.19,85.22,6,Monthly,Farming_Inputs,Female,31-Oct-88,Single,2,Agriculture,19,,1,Livestock,Bank_Transfer,Midlands,0
PU28880,0,16/1/2026,1/2/2026,18/3/2026,31/7/2026,2640,154.19,6,Monthly,Vehicle,Male,14-Feb-75,Married,2,Construction,48,639.57,5,None,EcoCash,Harare,0
OZ46783,0,5/7/2025,20/7/2025,20/8/2025,18/10/2025,1648.86,16.02,3,Monthly,Rent,Male,10-Mar-71,Single,6,Government,42,788.31,0,None,Bank_Transfer,Bulawayo,0
GL03547,0,18/7/2025,20/7/2025,24/8/2025,11/1/2027,2737.95,91.36,18,Monthly,Wedding,Female,24-Jun-96,Single,0,Education,73,729.68,2,Savings,EcoCash,Bulawayo,0
EB96668,0,21/9/2025,29/9/2025,28/10/2025,28/3/2026,875.34,121.67,6,Monthly,Vehicle,Female,18-Oct-67,Married,3,Agriculture,169,174.84,3,None,Cash,Harare,0
GB77527,2,9/6/2025,13/6/2025,26/7/2025,3/6/2027,2220.69,107.46,24,Monthly,Working_Capital,Male,23-Sep-78,Married,4,Informal_Sector,5,241.08,0,Guarantor,EcoCash,Bulawayo,0
SE62320,5,11/7/2025,16/7/2025,10/8/2025,15/8/2025,549.37,196.61,1,Weekly,Personal,Female,18-Nov-68,Married,3,Informal_Sector,9,510.19,0,Guarantor,Bank_Transfer,Bulawayo,1
RD46561,1,23/8/2025,8/9/2025,22/10/2025,23/8/2028,2406.73,110.8,36,Monthly,Working_Capital,Female,2-Apr-03,Single,0,,8,511.75,0,Property,Bank_Transfer,Harare,0
VQ05992,0,6/1/2026,22/1/2026,2/3/2026,21/7/2026,197.51,143.4,6,Monthly,Rent,Male,24-Nov-92,Married,3,Informal_Sector,13,61.65,0,None,EcoCash,Midlands,1
XU56650,3,8/12/2024,22/12/2024,17/1/2025,17/12/2025,4989.79,15.09,12,Weekly,Debt_Consolidation,Female,1-Sep-91,Married,3,Mining,93,1841.85,1,Property,OneMoney,Mashonaland_Central,0
IN12608,0,10/12/2025,19/12/2025,19/1/2026,17/6/2026,3939.53,111.06,6,Bi-Weekly,Livestock,Male,16-May-70,Married,4,Telecom,111,1459.68,4,None,EcoCash,Bulawayo,0
PE52474,4,20/10/2025,9/11/2025,12/12/2025,24/10/2028,5475.67,13.01,36,Bi-Weekly,Equipment,Male,20-May-81,Single,0,Construction,105,598.72,4,Property,OneMoney,Mashonaland_West,0
JU23556,1,3/6/2025,9/6/2025,9/7/2025,1/12/2026,1628.62,100.3,18,Monthly,Business_Expansion,Male,18-Mar-91,Married,1,Construction,3,374.18,0,Vehicle,EcoCash,Mashonaland_West,0
MO35505,2,16/12/2025,21/12/2025,25/1/2026,16/12/2026,1884.14,114.52,12,Monthly,Working_Capital,Male,26-Dec-79,Married,,Retail_Trade,12,351.34,4,Livestock,OneMoney,Masvingo,0
UW09635,3,31/5/2025,13/6/2025,10/7/2025,10/12/2025,2806.21,13.47,6,Monthly,School_Fees,Female,27-May-85,Divorced,3,Informal_Sector,33,587.29,0,Property,InnBucks,Mashonaland_East,1
FH51702,0,27/10/2025,31/10/2025,14/12/2025,24/4/2027,1150.11,114.47,18,Monthly,Farming_Inputs,Female,6-Mar-01,Married,3,Informal_Sector,13,304.74,1,None,EcoCash,Mashonaland_East,0
SH91628,4,14/9/2025,3/10/2025,28/10/2025,12/9/2029,22845.98,17.06,48,Bi-Weekly,Home_Improvement,Male,30-Jun-00,,3,Retail_Trade,30,805.5,5,Property,OneMoney,Masvingo,0
KE60372,3,10/1/2026,26/1/2026,11/3/2026,21/1/2027,1385.77,16.45,12,Bi-Weekly,School_Fees,Male,4-Jun-75,Widowed,7,Informal_Sector,30,,0,Savings,Bank_Transfer,Harare,0
EW74913,4,31/10/2025,3/11/2025,28/11/2025,18/10/2028,2721.62,13.65,36,Bi-Weekly,Vehicle,Male,16-Aug-93,Married,2,Transport,46,242.3,1,Savings,InnBucks,Harare,0
DP85721,4,29/11/2024,17/12/2024,22/1/2025,7/12/2026,5196.26,17.93,24,Monthly,Home_Improvement,Male,2-Feb-72,Divorced,2,Retail_Trade,38,439.03,2,Property,InnBucks,Masvingo,0
KU55684,1,29/11/2024,20/12/2024,15/1/2025,13/6/2026,3791.73,14.01,18,Bi-Weekly,Equipment,Male,16-Jun-88,Married,3,Agriculture,121,181.03,2,None,EcoCash,Mashonaland_Central,1
CQ59327,0,17/10/2025,21/10/2025,15/11/2025,19/1/2026,560.96,132.35,3,Monthly,Vehicle,Male,7-Aug-70,Single,3,Informal_Sector,39,219.06,1,None,EcoCash,Matabeleland_South,0
LY86615,2,26/1/2026,2/2/2026,5/3/2026,30/10/2026,5485.64,94.1,9,Bi-Weekly,Working_Capital,Female,15-Feb-76,Married,4,Manufacturing,94,984.79,2,Savings,Cash,Mashonaland_West,0
XL58869,5,26/5/2025,6/6/2025,1/7/2025,6/7/2025,2844.59,153.22,1,Bi-Weekly,Funeral,Male,1-Aug-80,Married,2,Finance,39,1645.52,2,None,Cash,Masvingo,0
CC81564,0,11/4/2025,13/4/2025,23/5/2025,10/10/2025,1548.77,108.09,6,Monthly,Livestock,Female,17-Apr-77,Divorced,1,Informal_Sector,23,,0,None,EcoCash,Mashonaland_East,1
ZI07240,0,3/10/2024,9/10/2024,16/11/2024,29/9/2026,1012.76,131,24,Monthly,Personal,Male,5-Mar-86,Married,3,Retail_Trade,71,568.78,2,None,EcoCash,Bulawayo,0
WC70517,2,9/1/2026,18/1/2026,1/3/2026,8/1/2028,3620.52,16.45,24,Weekly,Farming_Inputs,Male,26-Dec-66,Divorced,4,Government,48,673.99,3,Property,Bank_Transfer,Mashonaland_West,0
FS34432,2,14/5/2025,15/5/2025,10/6/2025,6/11/2026,2810.83,122.7,18,Monthly,Livestock,Female,24-Sep-64,Married,6,Agriculture,84,233.58,2,None,EcoCash,Harare,1
JC19263,3,15/1/2025,30/1/2025,4/3/2025,24/7/2026,3949.76,14.12,18,Monthly,Personal,Male,30-Sep-56,Married,4,Retail_Trade,,728.18,0,None,Cash,Mashonaland_Central,0
WH69358,1,24/12/2025,5/1/2026,13/2/2026,4/7/2026,15290.05,14.53,6,Monthly,Working_Capital,Male,10-May-81,Divorced,4,Telecom,31,,6,None,Bank_Transfer,Manicaland,1
AQ33424,1,6/10/2025,17/10/2025,13/11/2025,10/4/2027,7689.22,112.28,18,Monthly,Working_Capital,Male,8-Feb-61,Married,3,Manufacturing,25,317.99,4,Property,Bank_Transfer,Harare,0
DR09629,1,28/6/2025,18/7/2025,20/8/2025,9/1/2027,1226.33,95.94,18,Monthly,Equipment,Female,16-Dec-89,Single,0,Agriculture,8,125.13,0,None,Bank_Transfer,Mashonaland_East,1
PF41448,0,8/12/2024,24/12/2024,19/1/2025,19/12/2025,4627.58,15.19,12,Monthly,Medical,Female,1-Nov-91,Married,1,NGO,55,1138.66,0,Property,Bank_Transfer,Harare,0
VC10690,5,12/12/2024,28/12/2024,26/1/2025,27/1/2025,1932.1,144.02,1,Monthly,Rent,Male,25-May-91,Divorced,,Retail_Trade,69,693.84,3,Livestock,EcoCash,Harare,0
JC03739,5,25/11/2024,28/11/2024,4/1/2025,27/5/2025,509.15,120.31,6,Monthly,Personal,Male,9-Aug-84,Married,3,Education,54,419.76,2,None,EcoCash,Mashonaland_Central,0
OJ17830,0,6/7/2025,17/7/2025,18/8/2025,15/10/2025,6596.2,108.72,3,Monthly,Stock_Purchase,Male,26-Mar-86,Single,3,NGO,71,1068.59,3,Vehicle,InnBucks,Mashonaland_East,0
PE09128,3,7/3/2025,14/3/2025,9/4/2025,5/9/2026,1175.89,14.75,18,Monthly,Personal,Male,15-Apr-92,Married,,Retail_Trade,162,326.14,0,None,InnBucks,Harare,0
IS30947,1,12/11/2024,27/11/2024,23/12/2024,22/11/2025,3433.48,135.35,12,Monthly,Business_Expansion,Female,30-Apr-81,Married,,Construction,78,352.22,3,None,EcoCash,Manicaland,1
YA37151,1,15/7/2025,1/8/2025,27/8/2025,28/1/2026,6088.57,104.34,6,Monthly,Equipment,Female,27-May-98,Single,5,Transport,,939.89,2,Livestock,InnBucks,Harare,0
